id,sensor_id,event_time,vehicle_count,avg_speed,alert_type,alerted_at
2997,J4_BORELLA,2026-05-04 20:11:06.610889+05:30,149,5.06,SPEED_BELOW_10,2026-05-04 20:11:10.705509+05:30
2993,J3_TOWN_HALL,2026-05-04 20:11:04.697810+05:30,139,6.39,SPEED_BELOW_10,2026-05-04 20:11:10.378295+05:30
2992,J3_TOWN_HALL,2026-05-04 20:11:04.588949+05:30,132,5.04,SPEED_BELOW_10,2026-05-04 20:11:10.378295+05:30
2996,J1_KOLLUPITIYA,2026-05-04 20:11:04.584923+05:30,136,8.58,SPEED_BELOW_10,2026-05-04 20:11:10.705509+05:30
2995,J4_BORELLA,2026-05-04 20:11:04.221418+05:30,129,6.36,SPEED_BELOW_10,2026-05-04 20:11:10.705509+05:30
2994,J1_KOLLUPITIYA,2026-05-04 20:11:02.536742+05:30,132,2.19,SPEED_BELOW_10,2026-05-04 20:11:10.705509+05:30
2991,J3_TOWN_HALL,2026-05-04 20:11:00.618464+05:30,101,6.89,SPEED_BELOW_10,2026-05-04 20:11:10.378295+05:30
2990,J1_KOLLUPITIYA,2026-05-04 20:10:56.463443+05:30,136,8.92,SPEED_BELOW_10,2026-05-04 20:11:00.585599+05:30
2988,J2_BAMBALAPITIYA,2026-05-04 20:10:55.092616+05:30,98,3.26,SPEED_BELOW_10,2026-05-04 20:11:00.582508+05:30
2989,J4_BORELLA,2026-05-04 20:10:52.356087+05:30,95,6.27,SPEED_BELOW_10,2026-05-04 20:11:00.585599+05:30
2987,J2_BAMBALAPITIYA,2026-05-04 20:10:52.340108+05:30,146,2.04,SPEED_BELOW_10,2026-05-04 20:11:00.582508+05:30
2986,J3_TOWN_HALL,2026-05-04 20:10:49.288181+05:30,106,6.48,SPEED_BELOW_10,2026-05-04 20:10:51.165812+05:30
2985,J1_KOLLUPITIYA,2026-05-04 20:10:42.869961+05:30,145,2.28,SPEED_BELOW_10,2026-05-04 20:10:51.036939+05:30
2984,J4_BORELLA,2026-05-04 20:10:41.158947+05:30,121,2.89,SPEED_BELOW_10,2026-05-04 20:10:51.036939+05:30
2983,J1_KOLLUPITIYA,2026-05-04 20:10:41.146270+05:30,125,7.21,SPEED_BELOW_10,2026-05-04 20:10:51.036939+05:30
2982,J4_BORELLA,2026-05-04 20:10:41.097905+05:30,112,3.93,SPEED_BELOW_10,2026-05-04 20:10:51.036939+05:30
2981,J4_BORELLA,2026-05-04 20:10:34.007241+05:30,148,7.20,SPEED_BELOW_10,2026-05-04 20:10:41.421742+05:30
2980,J1_KOLLUPITIYA,2026-05-04 20:10:33.997561+05:30,109,8.57,SPEED_BELOW_10,2026-05-04 20:10:41.421742+05:30
2979,J1_KOLLUPITIYA,2026-05-04 20:10:29.499147+05:30,129,2.34,SPEED_BELOW_10,2026-05-04 20:10:31.298953+05:30
2977,J2_BAMBALAPITIYA,2026-05-04 20:10:25.836245+05:30,135,5.60,SPEED_BELOW_10,2026-05-04 20:10:31.197927+05:30
2976,J2_BAMBALAPITIYA,2026-05-04 20:10:25.366799+05:30,102,6.28,SPEED_BELOW_10,2026-05-04 20:10:31.197927+05:30
2975,J2_BAMBALAPITIYA,2026-05-04 20:10:22.737218+05:30,99,4.64,SPEED_BELOW_10,2026-05-04 20:10:31.197927+05:30
2978,J4_BORELLA,2026-05-04 20:10:22.663581+05:30,150,4.57,SPEED_BELOW_10,2026-05-04 20:10:31.298953+05:30
2974,J1_KOLLUPITIYA,2026-05-04 20:10:19.645655+05:30,148,4.93,SPEED_BELOW_10,2026-05-04 20:10:21.643536+05:30
2971,J2_BAMBALAPITIYA,2026-05-04 20:10:13.491570+05:30,118,8.22,SPEED_BELOW_10,2026-05-04 20:10:21.551306+05:30
2973,J4_BORELLA,2026-05-04 20:10:13.481962+05:30,114,3.63,SPEED_BELOW_10,2026-05-04 20:10:21.643536+05:30
2972,J4_BORELLA,2026-05-04 20:10:10.168868+05:30,107,7.41,SPEED_BELOW_10,2026-05-04 20:10:21.643536+05:30
2970,J4_BORELLA,2026-05-04 20:10:06.658685+05:30,90,4.25,SPEED_BELOW_10,2026-05-04 20:10:12.258310+05:30
2969,J3_TOWN_HALL,2026-05-04 20:10:04.367058+05:30,134,3.69,SPEED_BELOW_10,2026-05-04 20:10:12.038039+05:30
2967,J1_KOLLUPITIYA,2026-05-04 20:09:55.853807+05:30,104,2.39,SPEED_BELOW_10,2026-05-04 20:10:04.502682+05:30
2966,J4_BORELLA,2026-05-04 20:09:55.775994+05:30,124,2.24,SPEED_BELOW_10,2026-05-04 20:10:04.502682+05:30
2968,J2_BAMBALAPITIYA,2026-05-04 20:09:55.025529+05:30,90,8.22,SPEED_BELOW_10,2026-05-04 20:10:05.286635+05:30
2965,J4_BORELLA,2026-05-04 20:09:50.705296+05:30,120,7.46,SPEED_BELOW_10,2026-05-04 20:10:04.502682+05:30
2962,J1_KOLLUPITIYA,2026-05-04 20:09:48.971313+05:30,136,6.50,SPEED_BELOW_10,2026-05-04 20:09:54.722168+05:30
2959,J3_TOWN_HALL,2026-05-04 20:09:47.736729+05:30,120,4.98,SPEED_BELOW_10,2026-05-04 20:09:54.329112+05:30
2961,J1_KOLLUPITIYA,2026-05-04 20:09:44.714990+05:30,138,5.67,SPEED_BELOW_10,2026-05-04 20:09:54.722168+05:30
2958,J3_TOWN_HALL,2026-05-04 20:09:43.584205+05:30,133,8.20,SPEED_BELOW_10,2026-05-04 20:09:54.329112+05:30
2964,J2_BAMBALAPITIYA,2026-05-04 20:09:43.207618+05:30,141,2.78,SPEED_BELOW_10,2026-05-04 20:09:54.770620+05:30
2960,J1_KOLLUPITIYA,2026-05-04 20:09:40.624860+05:30,105,4.49,SPEED_BELOW_10,2026-05-04 20:09:54.722168+05:30
2963,J2_BAMBALAPITIYA,2026-05-04 20:09:40.169068+05:30,105,4.65,SPEED_BELOW_10,2026-05-04 20:09:54.770620+05:30
2956,J2_BAMBALAPITIYA,2026-05-04 20:09:38.401240+05:30,142,5.42,SPEED_BELOW_10,2026-05-04 20:09:43.331839+05:30
2955,J2_BAMBALAPITIYA,2026-05-04 20:09:37.667484+05:30,117,5.77,SPEED_BELOW_10,2026-05-04 20:09:43.331839+05:30
2957,J3_TOWN_HALL,2026-05-04 20:09:37.273622+05:30,132,4.58,SPEED_BELOW_10,2026-05-04 20:09:43.715663+05:30
2954,J2_BAMBALAPITIYA,2026-05-04 20:09:36.606237+05:30,106,4.79,SPEED_BELOW_10,2026-05-04 20:09:43.331839+05:30
2953,J1_KOLLUPITIYA,2026-05-04 20:09:35.014552+05:30,90,6.69,SPEED_BELOW_10,2026-05-04 20:09:43.286057+05:30
2952,J4_BORELLA,2026-05-04 20:09:33.624922+05:30,122,5.57,SPEED_BELOW_10,2026-05-04 20:09:43.286057+05:30
